GI_ID,Latitude,Longitude,DEP_Contra,Asset_ID,DEP_Cont_1,Project_Ty,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,Waterbody,Street_Add,Nearest_In,BBL,Secondary,Community,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Status_Gro
GS650C,-73.8527256814648,40.6752863280667,GK26W5-06,133829,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWGS,In Construction,1025101.4637,185335.7684,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113460011,,410,32,23,20,3.5,70,,No Tree,N/A,GK26W5-06,1,In Construction
651a,-73.8533234583088,40.674138598836,GK26W5-06,133830,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024936.3506,184917.3402,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113450028,,410,32,23,13,4,52,Standard,Transplant,N/A,GK26W5-06,1,In Construction
GS661A,-73.854811748779,40.6735942264306,GK26W5-06,133831,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWGS,In Construction,1024523.8454,184718.3223,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113620016,4113620004,410,32,23,20,3.5,70,,No Tree,N/A,GK26W5-06,1,In Construction
GS661B,-73.8546273623074,40.6736205460416,GK26W5-06,133832,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWGS,In Construction,1024574.9765,184727.9961,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113620016,,410,32,23,16,3.5,56,,No Tree,N/A,GK26W5-06,1,In Construction
664a,-73.8552393609222,40.6751122189803,GK26W5-06,133833,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024404.316,185271.1733,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113440002,,410,32,23,13,5,65,Standard,Prunus padus 'Summer Glow',Summer Glow Bird Cherry,GK26W5-06,1,In Construction
664b,-73.8551756086663,40.675121438334,GK26W5-06,133834,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024421.9943,185274.5614,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113440002,,410,32,23,13,5,65,Standard,No Tree,N/A,GK26W5-06,1,In Construction
665a,-73.8562891626648,40.6749613631546,GK26W5-06,133836,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024113.208,185215.7328,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113430001,4113430002,410,32,23,13,5,65,Standard,Acer ginnala 'Flame',Flame Amur Maple,GK26W5-06,1,In Construction
670d,-73.8553963492466,40.6730990966402,GK26W5-06,133846,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024361.9807,184537.6644,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113620004,,410,32,23,20,4.5,90,Standard,Platanus x acerifolia,London Planetree,GK26W5-06,1,In Construction
670e,-73.8553126472557,40.6730736562712,GK26W5-06,133847,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024385.2143,184528.4341,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113620004,,410,32,23,20,4.5,90,Standard,Platanus x acerifolia,London Planetree,GK26W5-06,1,In Construction
673a,-73.8557073659812,40.6753335076505,GK26W5-06,133848,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024274.3661,185351.5808,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091390397,,410,32,23,10,6,60,Standard,No Tree,N/A,GK26W5-06,1,In Construction
673b,-73.8557204691863,40.6753874891724,GK26W5-06,133849,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024270.6991,185371.2418,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091390397,,410,32,23,15,6,90,Standard,Prunus padus 'Summer Glow',Summer Glow Bird Cherry,GK26W5-06,1,In Construction
677a,-73.8553143068227,40.6752247363632,GK26W5-06,133850,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024383.4595,185312.1322,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091400415,,410,32,23,18,4.5,81,Standard,Ginkgo biloba,Ginkgo Tree,GK26W5-06,1,In Construction
677b,-73.8551076401367,40.6752543188896,GK26W5-06,133851,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024440.7676,185323.0047,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091400426,,410,32,23,18,4.5,81,Standard,No Tree,N/A,GK26W5-06,1,In Construction
683a,-73.8564992772182,40.6764209872664,GK26W5-06,133856,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024054.0543,185747.4194,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091410020,,410,32,23,20,5.5,110,Standard,No Tree,N/A,GK26W5-06,1,In Construction
693d,-73.8583265577724,40.6785910892289,GK26W5-06,133862,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023545.9272,186537.2238,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091320118,,410,32,23,10,4,40,Standard,No Tree,N/A,GK26W5-06,1,In Construction
703b,-73.8597038145795,40.6780724224759,GK26W5-06,133867,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023164.2208,186347.644,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091300025,,410,32,23,13,4.5,58.5,Standard,No Tree,N/A,GK26W5-06,1,In Construction
713b,-73.8613209563928,40.6786633964978,GK26W5-06,133880,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022715.3306,186562.2383,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091230053,,410,32,23,13,4,52,Standard,Chionanthus virginicus,White Fringetree,GK26W5-06,1,In Construction
713c,-73.8612400328336,40.6783369567338,GK26W5-06,133881,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022737.9647,186443.3426,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091230059,,410,32,23,18,4,72,Standard,Chionanthus virginicus,White Fringetree,GK26W5-06,1,In Construction
719a,-73.8625653861152,40.67908534913,GK26W5-06,133884,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022369.9229,186715.4236,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042070016,,305,37,54,20,6,120,Standard,Platanus x acerifolia,London Planetree,GK26W5-06,1,In Construction
727a,-73.8641161830574,40.6788400452853,GK26W5-06,133887,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021939.9209,186625.3814,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042060016,,305,37,54,13,5,65,Standard,Transplant,N/A,GK26W5-06,1,In Construction
758a,-73.8676002041113,40.6774916330694,GK26W5-06,133892,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020974.3057,186132.6368,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042020043,,305,37,54,12,4,48,Standard,No Tree,N/A,GK26W5-06,1,In Construction
758b,-73.8676121358657,40.6775401966919,GK26W5-06,133893,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020970.9694,186150.3249,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042020043,,305,37,54,13,4,52,Standard,No Tree,N/A,GK26W5-06,1,In Construction
762a,-73.8677090284959,40.6774722431533,GK26W5-06,133894,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020944.1313,186125.5269,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042010039,,305,37,54,11,4,44,Standard,No Tree,N/A,GK26W5-06,1,In Construction
762b,-73.8677199497548,40.67751536518,GK26W5-06,133895,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020941.0783,186141.2329,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042010039,,305,37,54,11,4,44,Standard,No Tree,N/A,GK26W5-06,1,In Construction
763a,-73.8681718081457,40.6773001827263,GK26W5-06,133896,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020815.8625,186062.6469,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042010045,,305,37,54,10,5,50,Standard,No Tree,N/A,GK26W5-06,1,In Construction
774a,-73.8707108928852,40.6780229316007,GK26W5-06,133904,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1020111.1954,186324.9151,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3041960001,,305,37,54,20,6,120,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W5-06,1,In Construction
784a,-73.8666883868565,40.6772043496199,GK26W5-06,133916,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021227.3795,186028.3549,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042200015,,305,37,54,12,5,60,Standard,Prunus padus 'Summer Glow',Summer Glow Bird Cherry,GK26W5-06,1,In Construction
795a,-73.8651207944693,40.6776523674957,GK26W5-06,133923,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021661.9396,186192.2461,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042230001,,305,37,54,10,6,60,Standard,No Tree,N/A,GK26W5-06,1,In Construction
797a,-73.8646404007169,40.6766458816638,GK26W5-06,133924,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021795.7547,185825.7604,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042230001,,305,37,54,20,5,100,Type C - SW Chamber,No Tree,N/A,GK26W5-06,1,In Construction
797b,-73.8646610929234,40.6767298138563,GK26W5-06,133925,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021789.9679,185856.3304,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042230001,,305,37,54,15,5,75,Standard,Prunus padus 'Summer Glow',Summer Glow Bird Cherry,GK26W5-06,1,In Construction
797c,-73.8646743583579,40.6767837722984,GK26W5-06,133926,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021786.258,185875.9833,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042230001,,305,37,54,15,5,75,Standard,No Tree,N/A,GK26W5-06,1,In Construction
798a,-73.8638527002027,40.6765471629769,GK26W5-06,133927,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022014.3011,185790.133,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042240044,,305,37,54,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W5-06,1,In Construction
798b,-73.8639173775645,40.676543135226,GK26W5-06,133928,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021996.3633,185788.6377,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042240044,,305,37,54,13,4,52,Standard,Prunus padus 'Summer Glow',Summer Glow Bird Cherry,GK26W5-06,1,In Construction
814a,-73.8616931143795,40.6767706600466,GK26W5-06,133929,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022613.1942,185872.4977,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091250049,,410,32,23,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W5-06,1,In Construction
821b,-73.8600381328391,40.6767838310402,GK26W5-06,133933,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023072.2405,185878.0254,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091260088,,410,32,23,14,4,56,Standard,Acer truncatum 'Norwegian Sunset',Norwegian Sunset Maple,GK26W5-06,2,In Construction
831a,-73.8599411993419,40.6774054815336,GK26W5-06,133938,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWRG,In Construction,1023098.7655,186104.5532,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091330040,,410,32,23,10,4.5,45,,No Tree,N/A,GK26W5-06,2,In Construction
831b,-73.8599132403629,40.6772930730074,GK26W5-06,133939,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWRG,In Construction,1023106.5861,186063.612,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091330038,,410,32,23,12,4.5,54,,No Tree,N/A,GK26W5-06,2,In Construction
832a,-73.8599432853898,40.6779729928931,GK26W5-06,133941,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023097.8563,186311.3127,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091330001,,410,32,23,13,4,52,Standard,No Tree,N/A,GK26W5-06,2,In Construction
832c,-73.8597343073299,40.6779859868139,GK26W5-06,133943,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023155.8134,186316.1395,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091330001,,410,32,23,13,4,52,Standard,Zelkova serrata 'Wireless',Wireless Zelkova,GK26W5-06,2,In Construction
835a,-73.8586679290533,40.6768125067403,GK26W5-06,133944,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023452.2867,185889.083,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091340081,,410,32,23,13,4,52,Type D,No Tree,N/A,GK26W5-06,2,In Construction
840b,-73.8582179104626,40.6776995214118,GK26W5-06,133950,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023576.5884,186212.4492,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091340063,,410,32,23,13,4,52,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W5-06,2,In Construction
GS854A,-73.8584033689699,40.6766276892924,GK26W5-06,133955,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWGS,In Construction,1023525.7784,185821.8673,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091370241,,410,32,23,10,3.5,35,,No Tree,N/A,GK26W5-06,2,In Construction
GS854B,-73.8581207769538,40.6765839945367,GK26W5-06,133956,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWGS,In Construction,1023604.1889,185806.0749,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091370244,,410,32,23,11,3.5,38.5,,No Tree,N/A,GK26W5-06,2,In Construction
856a,-73.8575521511237,40.6750212073611,GK26W5-06,133958,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023762.839,185236.9635,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091370270,,410,32,23,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
858a,-73.8583764906477,40.6749482299112,GK26W5-06,133960,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023534.2231,185210.005,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091370278,,410,32,23,11,4.5,49.5,Standard,No Tree,N/A,GK26W5-06,2,In Construction
865a,-73.8586913396643,40.6747381177807,GK26W5-06,133962,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023447.0123,185133.3142,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091360220,,410,32,23,13,6,78,Standard,No Tree,N/A,GK26W5-06,2,In Construction
870a,-73.8598470641667,40.6765679527886,GK26W5-06,133963,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023125.3644,185799.4596,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091290088,,410,32,23,10,4,40,Standard,No Tree,N/A,GK26W5-06,2,In Construction
870b,-73.8598349618938,40.6765194136669,GK26W5-06,133964,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023128.7496,185781.7808,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091290088,,410,32,23,13,4,52,Standard,No Tree,N/A,GK26W5-06,2,In Construction
878c,-73.8606469971795,40.6763984100416,GK26W5-06,133976,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022903.5789,185737.3364,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091290080,,410,32,23,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
878d,-73.8606316187729,40.6763363753541,GK26W5-06,133977,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022907.8805,185714.7422,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4091290080,,410,32,23,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
898a,-73.8623148644069,40.6754335131783,GK26W5-06,133980,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022441.5007,185385.0657,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042440001,,305,37,60,11,4,44,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
901a,-73.8626672527095,40.6752958953312,GK26W5-06,133983,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1022343.8329,185334.7742,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042430001,,305,37,60,10,4.5,45,Standard,No Tree,N/A,GK26W5-06,2,In Construction
921a,-73.8582786404195,40.6745565892703,GK26W5-06,133998,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1023561.5961,185067.3632,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113410001,,410,32,23,16,4.5,72,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
927a,-73.856540024742,40.6747859299752,GK26W5-06,133999,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1024043.7274,185151.7035,Queens,Combined,26W-005,Jamaica Bay and Tributaries,,,4113420009,,410,32,23,18,4.5,81,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
933a,-73.8747825871663,40.677021876499,GK26W5-06,134002,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1018982.343,185958.5617,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3041920012,,305,37,54,10,4.5,45,Standard,No Tree,N/A,GK26W5-06,2,In Construction
933c,-73.8747274457898,40.6768011591826,GK26W5-06,134004,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1018997.7529,185878.17,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3041920008,,305,37,54,10,4.5,45,Standard,No Tree,N/A,GK26W5-06,2,In Construction
933d,-73.8746509587127,40.6764953307626,GK26W5-06,134005,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019019.1281,185766.7784,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3041920001,,305,37,54,10,4.5,45,Standard,No Tree,N/A,GK26W5-06,2,In Construction
959c,-73.8754397935465,40.6758284825147,GK26W5-06,134009,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1018800.6679,185523.5146,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042100010,,305,37,54,13,5,65,Standard,No Tree,N/A,GK26W5-06,2,In Construction
959a,-73.8753590182272,40.6755027587611,GK26W5-06,134010,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1018823.2423,185404.8761,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042100004,,305,37,54,10,5,50,Standard,No Tree,N/A,GK26W5-06,2,In Construction
959b,-73.8754134239557,40.675721617621,GK26W5-06,134011,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1018808.0377,185484.5911,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042100008,,305,37,54,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
960c,-73.874664543406,40.6760926749366,GK26W5-06,134014,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019015.5699,185620.0741,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042100017,,305,37,54,10,5,50,Type D,No Tree,N/A,GK26W5-06,2,In Construction
969a,-73.8732642896162,40.6764796159751,GK26W5-06,134020,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019403.7683,185761.6065,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042120020,,305,42,54,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
977a,-73.8711744893598,40.6760499096103,GK26W5-06,134023,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019983.6639,185605.8979,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042140034,3042140033,305,42,54,16,4.5,72,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
977b,-73.8712051445121,40.6761725018123,GK26W5-06,134024,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019975.0951,185650.5492,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042140032,,305,42,54,10,4.5,45,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
977c,-73.8713287276641,40.676668896382,GK26W5-06,134025,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019940.55,185831.3494,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042140027,,305,42,54,11,4.5,49.5,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
977d,-73.8714895358697,40.676735522772,GK26W5-06,134026,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019895.9098,185855.5578,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042140027,,305,42,54,20,5,100,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
980a,-73.8711161615971,40.6762720233174,GK26W5-06,134027,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019999.7238,185686.844,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042150010,3042150011,305,42,54,20,4,80,Type A - Stone Columns,Acer campestre,Field Maple,GK26W5-06,2,In Construction
980b,-73.8712036369332,40.6766219700455,GK26W5-06,134028,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019975.2725,185814.3038,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042150016,,305,42,54,12,4,48,Type A - Stone Columns,No Tree,N/A,GK26W5-06,2,In Construction
1004a,-73.8730956351234,40.6740808586367,GK26W5-06,134044,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019451.8155,184887.7392,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042310040,,305,42,60,11,4,44,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1004b,-73.8731064338186,40.6741239986958,GK26W5-06,134045,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019448.7973,184903.452,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042310040,,305,42,60,11,4,44,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1005a,-73.8724334036544,40.6741596153262,GK26W5-06,134047,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019635.469,184916.6993,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042310032,,305,42,60,12,4,48,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1009a,-73.871624217841,40.6744730242043,GK26W5-06,134049,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019859.7601,185031.2109,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042330005,,305,42,60,10,4,40,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1025a,-73.8670805742632,40.6749466797095,GK26W5-06,134060,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021119.8445,185205.6567,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042370035,,305,42,60,20,4,80,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1027a,-73.8671055370457,40.6754985011393,GK26W5-06,134061,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021112.6152,185406.6903,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,20,5,100,Standard,Quercus coccinea,Quercus coccinea,GK26W5-06,2,In Construction
1027b,-73.8671222909486,40.6755659245484,GK26W5-06,134062,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021107.9307,185431.2475,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,20,5,100,Standard,Quercus coccinea,Quercus coccinea,GK26W5-06,2,In Construction
1027c,-73.8671445156984,40.675654514313,GK26W5-06,134063,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021101.717,185463.5139,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,20,5,100,Type D,No Tree,N/A,GK26W5-06,2,In Construction
1029a,-73.866190492206,40.67517263343,GK26W5-06,134069,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021366.6139,185288.3539,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,20,4.5,90,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1029c,-73.8662574658821,40.6754419166546,GK26W5-06,134071,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021347.8867,185386.433,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,11,5,55,Standard,No Tree,N/A,GK26W5-06,2,In Construction
1029d,-73.8662918214587,40.6755813841661,GK26W5-06,134072,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021338.2795,185437.2304,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042380011,,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
1041a,-73.8738129866752,40.67312348676,GK26W5-06,134078,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019253.333,184538.6542,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042480007,,305,37,60,20,6,120,Type A - Stone Columns,Quercus phellos,Willow Oak,GK26W5-06,2,In Construction
1069a,-73.866798121817,40.6738082214173,GK26W5-06,134103,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1021198.8232,184791.0033,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042540039,,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W5-06,2,In Construction
1099a,-73.8744378678933,40.6721368442454,GK26W5-06,134126,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019080.511,184178.9435,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042920061,,305,42,60,20,5,100,Standard,Zelkova serrata 'Wireless',Wireless Zelkova,GK26W5-06,2,In Construction
1099b,-73.8744211226012,40.6720694196947,GK26W5-06,134127,3,Area-Wide,ROW,EDC 26W-005 Phase 3,ROWB,In Construction,1019085.1913,184154.3855,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3042920061,,305,42,60,20,5,100,Standard,Zelkova serrata 'Wireless',Wireless Zelkova,GK26W5-06,2,In Construction
